supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label
S_07445,Walker PLC,North America,Manufacturing,2930361,1241359,85,1770606,36,0,100,0.78,7,Medium,773,2025-11-01 22:08:47.899830+00:00,0.0,0.0,85.0,0.0,0.0,100.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.32,0.286,low
S_07446,Pearson-Williams,Asia-Pacific,IT Services,255380,130511,4,1383359,57,11,79,0.4,10,High,640,2025-11-01 22:08:47.900045+00:00,0.0,0.0,4.0,0.0,0.0,79.0,No clear penalty clause; termination ambiguous.,56.19,0.571,medium
S_07447,Parks Inc,LATAM,IT Services,785250,611288,19,1562742,11,2,84,0.49,1,High,671,2025-11-01 22:08:47.900210+00:00,0.0,0.0,19.0,0.0,0.0,84.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.01,0.286,low
S_07448,"Davis, Barker and Smith",Asia-Pacific,Logistics,546207,434149,67,124874,13,12,85,0.69,0,Medium,741,2025-11-01 22:08:47.900525+00:00,0.0,0.0,67.0,0.0,0.0,85.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.83,0.714,high
S_07449,Jensen-Perez,Asia-Pacific,Logistics,4173087,2616395,38,234025,17,11,76,0.9,0,High,815,2025-11-01 22:08:47.900742+00:00,1.0,43742.0,27.0,1.0,0.0,68.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.92,0.571,medium
S_07450,Black LLC,LATAM,Facilities,1404143,748750,87,1587824,38,6,54,0.98,8,Medium,843,2025-11-01 22:08:47.900867+00:00,0.0,0.0,87.0,0.0,0.0,54.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,35.75,0.714,high
S_07451,Lewis LLC,North America,Facilities,2211010,1050778,37,1134112,40,7,82,0.3,2,Low,605,2025-11-01 22:08:47.900991+00:00,0.0,0.0,37.0,0.0,0.0,82.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.9,0.571,medium
S_07452,Keller-Jacobs,Europe,IT Services,309219,274538,54,739232,56,5,59,0.87,2,High,804,2025-11-01 22:08:47.901218+00:00,0.0,0.0,54.0,0.0,0.0,59.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.4,0.571,medium
S_07453,"Hernandez, Franklin and Marsh",Asia-Pacific,Biotech,1638995,706529,1,375046,28,1,72,0.85,7,Medium,797,2025-11-01 22:08:47.901531+00:00,0.0,0.0,1.0,0.0,0.0,72.0,Payment terms: net 30 days.,33.12,0.0,low
S_07454,Rivera-Morris,North America,Biotech,3334360,1899078,38,870075,35,2,62,0.86,9,High,801,2025-11-01 22:08:47.901747+00:00,0.0,0.0,38.0,0.0,0.0,62.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,56.76,0.143,low
S_07455,Murphy LLC,North America,Biotech,2472170,1442612,4,941587,10,12,54,0.97,3,Medium,839,2025-11-01 22:08:47.901873+00:00,1.0,9015.0,42.0,1.0,0.0,63.0,Supplier notified raw material shortages causing delays.,41.44,0.571,medium
S_07456,"Peterson, Mosley and Brown",Asia-Pacific,Manufacturing,1725659,914807,31,766795,24,7,75,0.87,5,Medium,804,2025-11-01 22:08:47.902184+00:00,2.0,33593.5,40.5,1.0,0.5,83.5,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.2,0.714,high
S_07457,Morris-Carroll,Asia-Pacific,IT Services,4552864,3575527,58,867885,17,0,77,0.76,9,Low,766,2025-11-01 22:08:47.902399+00:00,0.0,0.0,58.0,0.0,0.0,77.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,54.94,0.286,low
S_07458,"Dean, Harris and Chung",LATAM,Facilities,2430426,1229703,2,1927220,49,2,56,0.82,9,Medium,787,2025-11-01 22:08:47.902712+00:00,0.0,0.0,2.0,0.0,0.0,56.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.95,0.143,low
S_07459,Johnson Ltd,Asia-Pacific,Logistics,1062576,498581,53,646238,52,1,80,0.58,2,Low,703,2025-11-01 22:08:47.902840+00:00,1.0,9777.0,75.0,1.0,0.0,63.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,38.42,0.571,medium
S_07460,Kramer-Rollins,North America,IT Services,1604253,922128,65,698271,7,1,84,0.49,2,Medium,671,2025-11-01 22:08:47.903055+00:00,0.0,0.0,65.0,0.0,0.0,84.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.71,0.571,medium
S_07461,Nunez and Sons,North America,Manufacturing,4833450,4182728,7,367855,30,3,87,0.99,10,High,846,2025-11-01 22:08:47.903191+00:00,1.0,49810.0,3.0,0.0,1.0,54.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,43.74,0.286,low
S_07462,Haney-Hardy,North America,Facilities,906949,688810,72,580750,41,12,85,0.68,3,Medium,738,2025-11-01 22:08:47.903448+00:00,2.0,27978.0,64.5,1.0,0.5,79.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.93,1.0,high
S_07463,Mcintyre Group,LATAM,Manufacturing,1831824,1147293,60,1762871,60,1,84,0.68,7,High,738,2025-11-01 22:08:47.903576+00:00,3.0,24321.666666666668,55.666666666666664,1.0,0.3333333333333333,74.33333333333333,Long-term partnership clause with annual reviews.,26.19,0.571,medium
S_07464,Mcdonald-Robinson,Asia-Pacific,IT Services,4128903,1765082,47,1153545,59,12,90,0.24,8,Medium,584,2025-11-01 22:08:47.903791+00:00,0.0,0.0,47.0,0.0,0.0,90.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,18.51,0.857,high
S_07465,Perry Ltd,Asia-Pacific,Facilities,413567,304014,75,606150,46,3,89,0.34,10,Medium,619,2025-11-01 22:08:47.903917+00:00,0.0,0.0,75.0,0.0,0.0,89.0,Standard contract with net 30 payment terms.,31.11,0.571,medium
S_07466,"Graves, Johnson and Ross",Europe,IT Services,4002141,2582124,75,1537208,38,3,50,0.43,4,Low,650,2025-11-01 22:08:47.904225+00:00,1.0,17674.0,59.0,1.0,0.0,90.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.9,0.714,high
S_07467,Blair-Johnson,Asia-Pacific,Logistics,1149582,751927,25,513144,16,1,63,0.28,0,High,598,2025-11-01 22:08:47.904441+00:00,0.0,0.0,25.0,0.0,0.0,63.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,17.88,0.429,medium
S_07468,Smith-Hansen,LATAM,Biotech,1882093,1482085,17,843132,35,2,65,0.64,5,Medium,724,2025-11-01 22:08:47.904662+00:00,0.0,0.0,17.0,0.0,0.0,65.0,No clear penalty clause; termination ambiguous.,52.61,0.143,low
S_07469,Young Inc,Asia-Pacific,Logistics,585936,354679,36,1038961,58,5,74,0.68,2,Medium,738,2025-11-01 22:08:47.904788+00:00,0.0,0.0,36.0,0.0,0.0,74.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.14,0.143,low
S_07470,Mendez-Jackson,Europe,IT Services,4728219,2693176,26,158391,40,10,95,0.63,10,High,720,2025-11-01 22:08:47.905005+00:00,0.0,0.0,26.0,0.0,0.0,95.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.4,0.286,low
S_07471,"Flynn, Taylor and Roberts",LATAM,Biotech,2632849,1108841,65,1112097,18,5,75,0.77,3,Low,769,2025-11-01 22:08:47.905565+00:00,0.0,0.0,65.0,0.0,0.0,75.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.14,0.286,low
S_07472,"Holloway, Bowman and Moody",LATAM,Biotech,4149257,2995759,7,233173,60,7,79,0.28,1,High,598,2025-11-01 22:08:47.905932+00:00,0.0,0.0,7.0,0.0,0.0,79.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,59.09,0.571,medium
S_07473,Luna-Anderson,LATAM,IT Services,4622310,2450580,50,769650,7,0,59,0.79,3,Medium,776,2025-11-01 22:08:47.906153+00:00,0.0,0.0,50.0,0.0,0.0,59.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.4,0.571,medium
S_07474,Nelson-Leonard,Asia-Pacific,Manufacturing,2591310,1647313,14,1771915,22,2,55,0.82,0,Medium,787,2025-11-01 22:08:47.906375+00:00,0.0,0.0,14.0,0.0,0.0,55.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.96,0.286,low
S_07475,Kennedy-Blake,North America,Logistics,2105108,1307729,64,500443,51,4,87,0.46,10,Medium,661,2025-11-01 22:08:47.906597+00:00,1.0,11580.0,40.0,1.0,1.0,84.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.63,1.0,high
S_07476,"Jackson, Chavez and Taylor",Europe,Biotech,4927156,2222033,69,1841432,8,7,78,0.66,8,Low,731,2025-11-01 22:08:47.906910+00:00,0.0,0.0,69.0,0.0,0.0,78.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.31,0.571,medium
S_07477,"Howe, Wilkinson and Jordan",Asia-Pacific,Biotech,4304686,3447690,80,1266189,11,10,89,0.96,2,Medium,836,2025-11-01 22:08:47.907233+00:00,0.0,0.0,80.0,0.0,0.0,89.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,17.28,0.571,medium
S_07478,Smith Inc,LATAM,Facilities,1299613,1167780,75,1778636,33,12,53,0.29,3,Low,601,2025-11-01 22:08:47.907367+00:00,0.0,0.0,75.0,0.0,0.0,53.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.62,1.0,high
S_07479,Mann and Sons,LATAM,Logistics,2028319,1226617,54,1658251,11,11,75,0.41,1,Medium,643,2025-11-01 22:08:47.907495+00:00,0.0,0.0,54.0,0.0,0.0,75.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.05,1.0,high
S_07480,"Bates, Kelly and Bradford",LATAM,Manufacturing,487364,277191,30,695780,8,11,98,0.25,9,High,587,2025-11-01 22:08:47.907841+00:00,0.0,0.0,30.0,0.0,0.0,98.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.81,0.714,high
S_07481,Ware-Pope,LATAM,Manufacturing,4234485,3709552,12,1473356,60,4,51,0.63,10,Medium,720,2025-11-01 22:08:47.908062+00:00,0.0,0.0,12.0,0.0,0.0,51.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.95,0.143,low
S_07482,Daniel-Campbell,Asia-Pacific,Facilities,3840808,1575757,64,285180,31,3,80,0.22,4,Medium,577,2025-11-01 22:08:47.908279+00:00,1.0,21090.0,70.0,1.0,0.0,91.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,44.9,0.714,high
S_07483,Adams-Larson,Europe,IT Services,2421262,1020857,57,556160,35,6,60,0.5,1,Medium,675,2025-11-01 22:08:47.908499+00:00,0.0,0.0,57.0,0.0,0.0,60.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.68,0.857,high
S_07484,"Willis, Garcia and Schaefer",Europe,IT Services,4865908,3334231,1,167201,31,8,100,0.79,4,Medium,776,2025-11-01 22:08:47.908811+00:00,1.0,45992.0,64.0,1.0,0.0,62.0,Supplier notified raw material shortages causing delays.,48.94,0.571,medium
S_07485,"Hale, Duncan and Washington",Europe,IT Services,564395,362164,15,226758,35,1,66,0.55,4,Low,692,2025-11-01 22:08:47.909131+00:00,0.0,0.0,15.0,0.0,0.0,66.0,Penalty clause included for delayed delivery.,17.43,0.143,low
S_07486,"Roberson, Erickson and Wilkinson",Asia-Pacific,Logistics,260103,173833,58,679414,60,10,75,0.9,7,High,815,2025-11-01 22:08:47.909447+00:00,0.0,0.0,58.0,0.0,0.0,75.0,Supplier notified raw material shortages causing delays.,47.69,0.571,medium
S_07487,"Clarke, Scott and Sloan",North America,Manufacturing,1000264,632716,49,15105,60,2,78,0.78,9,High,773,2025-11-01 22:08:47.909795+00:00,0.0,0.0,49.0,0.0,0.0,78.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,20.55,0.286,low
S_07488,"Simmons, Lawrence and Oliver",North America,IT Services,1163980,626827,79,1086339,48,5,75,1.0,9,Low,850,2025-11-01 22:08:47.910108+00:00,0.0,0.0,79.0,0.0,0.0,75.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.18,0.429,medium
S_07489,Cervantes-Smith,Europe,IT Services,92127,62622,7,133734,21,3,69,0.38,10,Medium,633,2025-11-01 22:08:47.910325+00:00,0.0,0.0,7.0,0.0,0.0,69.0,No clear penalty clause; termination ambiguous.,53.83,0.429,medium
S_07490,Harper-Mcbride,LATAM,IT Services,4866002,3701291,18,205042,33,5,87,0.35,8,High,622,2025-11-01 22:08:47.910540+00:00,0.0,0.0,18.0,0.0,0.0,87.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.99,0.429,medium
S_07491,Thomas Group,LATAM,Biotech,3079138,2394897,25,821621,59,10,78,0.79,10,Low,776,2025-11-01 22:08:47.910667+00:00,0.0,0.0,25.0,0.0,0.0,78.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.67,0.286,low
S_07492,Phillips-Anderson,LATAM,Biotech,2915719,1378256,69,134770,30,3,89,0.4,6,Medium,640,2025-11-01 22:08:47.910882+00:00,0.0,0.0,69.0,0.0,0.0,89.0,No clear penalty clause; termination ambiguous.,54.89,0.571,medium
S_07493,"Walker, Garza and Barry",North America,Facilities,1170286,942784,81,1784051,17,9,81,0.41,1,High,643,2025-11-01 22:08:47.911202+00:00,0.0,0.0,81.0,0.0,0.0,81.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.33,0.857,high
S_07494,Anderson and Sons,Europe,IT Services,824908,350536,37,1685601,19,4,92,0.74,2,High,759,2025-11-01 22:08:47.911331+00:00,0.0,0.0,37.0,0.0,0.0,92.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,37.3,0.0,low
S_07495,"Kelley, Padilla and Gilmore",North America,Biotech,1033846,858891,23,1137930,39,11,100,0.98,2,Medium,843,2025-11-01 22:08:47.911643+00:00,0.0,0.0,23.0,0.0,0.0,100.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.94,0.429,medium
S_07496,"Jones, Camacho and Garcia",LATAM,Manufacturing,2225608,1608104,40,1942100,24,3,63,0.48,2,High,668,2025-11-01 22:08:47.911959+00:00,1.0,33601.0,76.0,1.0,0.0,82.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.11,0.429,medium
S_07497,"Roberts, Cantu and Perez",Asia-Pacific,IT Services,2740118,1359492,89,589089,24,11,63,0.67,9,High,734,2025-11-01 22:08:47.912273+00:00,1.0,6506.0,21.0,1.0,0.0,73.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.96,0.857,high
S_07498,Smith Inc,North America,Manufacturing,549993,310835,3,1768595,41,9,85,0.99,10,Medium,846,2025-11-01 22:08:47.912405+00:00,0.0,0.0,3.0,0.0,0.0,85.0,No clear penalty clause; termination ambiguous.,51.89,0.286,low
S_07499,Cohen Group,North America,Biotech,2314423,1721845,10,860038,46,7,60,0.78,3,Low,773,2025-11-01 22:08:47.912535+00:00,0.0,0.0,10.0,0.0,0.0,60.0,Long-term partnership clause with annual reviews.,28.46,0.429,medium
S_07500,"Hale, Calhoun and Martin",Europe,IT Services,1844386,829839,5,983195,19,8,73,0.52,1,Medium,682,2025-11-01 22:08:47.912896+00:00,0.0,0.0,5.0,0.0,0.0,73.0,Payment terms: net 30 days.,32.11,0.286,low
S_07501,Velasquez PLC,Europe,IT Services,1881381,1151617,75,608662,10,5,68,0.43,10,High,650,2025-11-01 22:08:47.913025+00:00,0.0,0.0,75.0,0.0,0.0,68.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.85,0.714,high
S_07502,"Sexton, Crosby and Evans",LATAM,IT Services,2580369,1505998,52,419755,56,7,85,0.54,0,High,689,2025-11-01 22:08:47.913415+00:00,0.0,0.0,52.0,0.0,0.0,85.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,43.99,0.571,medium
S_07503,"Martin, Sanders and Murray",Asia-Pacific,Manufacturing,4113684,2112375,1,21061,31,3,68,0.98,0,Medium,843,2025-11-01 22:08:47.913730+00:00,0.0,0.0,1.0,0.0,0.0,68.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.59,0.143,low
S_07504,"Horton, Brown and Palmer",Europe,Facilities,859922,688994,87,1917508,56,3,98,0.34,6,High,619,2025-11-01 22:08:47.914043+00:00,0.0,0.0,87.0,0.0,0.0,98.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,47.93,0.571,medium
S_07505,"Fox, Stout and Anderson",LATAM,Facilities,983284,593210,36,1951443,14,3,79,0.49,8,Medium,671,2025-11-01 22:08:47.914353+00:00,3.0,36215.0,67.33333333333333,1.0,0.0,73.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,57.05,0.429,medium
S_07506,Fox-Payne,North America,IT Services,2703639,1704392,44,338321,18,12,100,0.23,0,Medium,580,2025-11-01 22:08:47.914570+00:00,2.0,38112.0,72.5,1.0,0.0,61.0,Standard contract with net 30 payment terms.,26.49,0.857,high
S_07507,Brown-Sandoval,Asia-Pacific,Manufacturing,1798348,814072,29,360586,42,0,53,0.75,1,Medium,762,2025-11-01 22:08:47.914791+00:00,0.0,0.0,29.0,0.0,0.0,53.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.61,0.143,low
S_07508,Jones-Boyd,Europe,IT Services,1412847,640151,45,1448053,38,2,58,0.85,1,Low,797,2025-11-01 22:08:47.915011+00:00,1.0,45265.0,53.0,1.0,0.0,96.0,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,32.7,0.143,low
S_07509,Terry-Archer,Asia-Pacific,Manufacturing,753317,340315,70,1143415,58,0,94,0.8,9,Medium,780,2025-11-01 22:08:47.915237+00:00,1.0,29154.0,37.0,1.0,0.0,63.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,49.01,0.571,medium
S_07510,Wolfe LLC,LATAM,Facilities,2931945,2348223,76,1662103,51,3,71,0.94,6,Low,829,2025-11-01 22:08:47.915365+00:00,2.0,26075.0,54.5,1.0,0.0,73.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.06,0.429,medium
S_07511,"Day, Morales and Mcdonald",North America,Biotech,2317706,1765967,38,1426378,28,2,91,0.89,8,Medium,811,2025-11-01 22:08:47.915676+00:00,0.0,0.0,38.0,0.0,0.0,91.0,No clear penalty clause; termination ambiguous.,50.06,0.0,low
S_07512,"Greene, Compton and Schmitt",Europe,Manufacturing,3426047,2198682,39,559651,37,11,51,0.63,7,High,720,2025-11-01 22:08:47.915987+00:00,0.0,0.0,39.0,0.0,0.0,51.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.05,0.429,medium
S_07513,Johnson-Shelton,Asia-Pacific,Biotech,2835918,2456987,33,1395629,44,10,84,0.34,9,Medium,619,2025-11-01 22:08:47.916204+00:00,0.0,0.0,33.0,0.0,0.0,84.0,Long-term partnership clause with annual reviews.,27.08,0.571,medium
S_07514,"Patterson, Wallace and Adams",LATAM,Manufacturing,1972488,835704,50,1202957,24,1,94,0.66,6,Medium,731,2025-11-01 22:08:47.916515+00:00,1.0,34792.0,33.0,1.0,0.0,50.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.53,0.571,medium
S_07515,Lee-Gregory,North America,IT Services,4731047,2190529,79,739957,9,12,76,0.57,3,Medium,699,2025-11-01 22:08:47.916732+00:00,2.0,10410.0,50.5,1.0,0.0,74.5,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.68,0.857,high
S_07516,Maddox PLC,LATAM,Facilities,2869316,1902008,80,706754,20,0,67,0.44,4,Medium,654,2025-11-01 22:08:47.916860+00:00,0.0,0.0,80.0,0.0,0.0,67.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.04,0.714,high
S_07517,Moore-Foster,Asia-Pacific,Biotech,3953438,2595562,87,1962757,10,8,90,0.82,6,High,787,2025-11-01 22:08:47.917077+00:00,0.0,0.0,87.0,0.0,0.0,90.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,37.83,0.571,medium
S_07518,Williams PLC,Europe,Logistics,1190567,665918,68,1959123,47,5,55,0.71,1,High,748,2025-11-01 22:08:47.917216+00:00,0.0,0.0,68.0,0.0,0.0,55.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.16,0.429,medium
S_07519,Berry and Sons,North America,Facilities,3948208,1860810,79,1121805,29,2,51,0.41,5,Medium,643,2025-11-01 22:08:47.917345+00:00,0.0,0.0,79.0,0.0,0.0,51.0,Standard contract with net 30 payment terms.,27.21,0.714,high
S_07520,Miller-Morales,Europe,Logistics,3519502,2952939,82,144913,42,7,99,0.21,4,Medium,573,2025-11-01 22:08:47.917562+00:00,0.0,0.0,82.0,0.0,0.0,99.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.32,0.857,high
S_07521,Garcia LLC,Europe,IT Services,3356816,2029000,5,340139,55,8,78,0.37,10,Medium,629,2025-11-01 22:08:47.917688+00:00,0.0,0.0,5.0,0.0,0.0,78.0,No clear penalty clause; termination ambiguous.,58.57,0.571,medium
S_07522,Santana-Oconnor,LATAM,Biotech,3732585,1667846,64,1192063,56,1,51,0.98,2,Medium,843,2025-11-01 22:08:47.917907+00:00,1.0,13888.0,90.0,1.0,0.0,62.0,Payment terms: net 30 days.,30.94,0.571,medium
S_07523,"Hunter, Tapia and Rivera",Asia-Pacific,Manufacturing,4620091,2252771,68,1246201,43,3,76,0.6,5,Medium,710,2025-11-01 22:08:47.918219+00:00,0.0,0.0,68.0,0.0,0.0,76.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.89,0.286,low
S_07524,"Mcintosh, Arroyo and Morris",Europe,Manufacturing,200036,141056,68,672857,35,8,85,0.23,2,Medium,580,2025-11-01 22:08:47.918531+00:00,0.0,0.0,68.0,0.0,0.0,85.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.14,0.857,high
S_07525,Beasley-Bell,Europe,Manufacturing,2323976,1524961,81,800840,28,2,53,0.89,7,Medium,811,2025-11-01 22:08:47.918753+00:00,1.0,4448.0,50.0,1.0,0.0,70.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,18.47,0.429,medium
S_07526,Scott Group,North America,Logistics,4437061,2559123,52,1884629,20,7,82,0.98,1,High,843,2025-11-01 22:08:47.918882+00:00,1.0,20609.0,3.0,0.0,1.0,52.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.75,0.857,high
S_07527,Smith-Williams,North America,Biotech,3304884,2045440,56,519647,17,10,82,1.0,5,Medium,850,2025-11-01 22:08:47.919100+00:00,1.0,24875.0,90.0,1.0,0.0,84.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.63,0.857,high
S_07528,"Griffin, Meyer and Lamb",LATAM,IT Services,4178937,2833193,32,1575234,60,0,83,0.8,5,High,780,2025-11-01 22:08:47.919425+00:00,0.0,0.0,32.0,0.0,0.0,83.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,42.07,0.0,low
S_07529,"Foley, Carter and Brown",North America,Biotech,1561873,1037036,56,318885,32,12,50,0.62,6,Medium,717,2025-11-01 22:08:47.919739+00:00,0.0,0.0,56.0,0.0,0.0,50.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.58,0.714,high
S_07530,Perry LLC,LATAM,Facilities,3687696,1745833,22,1728458,25,1,96,0.61,9,Medium,713,2025-11-01 22:08:47.919867+00:00,0.0,0.0,22.0,0.0,0.0,96.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.73,0.0,low
S_07531,Nguyen-Moore,North America,IT Services,3426971,1659515,68,1037541,38,10,88,0.61,2,Medium,713,2025-11-01 22:08:47.920082+00:00,0.0,0.0,68.0,0.0,0.0,88.0,Long-term partnership clause with annual reviews.,29.53,0.571,medium
S_07532,Hensley-Green,LATAM,Logistics,4833872,3609853,15,1900879,44,5,68,0.62,1,Medium,717,2025-11-01 22:08:47.920298+00:00,0.0,0.0,15.0,0.0,0.0,68.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.25,0.286,low
S_07533,"Chapman, Kennedy and Phillips",LATAM,Logistics,4015351,2417836,48,980497,59,2,84,0.26,9,High,591,2025-11-01 22:08:47.920684+00:00,1.0,7165.0,13.0,1.0,0.0,94.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,49.27,0.714,high
S_07534,Solis and Sons,Asia-Pacific,IT Services,4123964,3411647,8,562189,33,5,88,0.54,9,Medium,689,2025-11-01 22:08:47.920869+00:00,0.0,0.0,8.0,0.0,0.0,88.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.38,0.0,low
S_07535,Moreno PLC,North America,Biotech,596740,514603,44,489862,16,1,84,0.41,9,Low,643,2025-11-01 22:08:47.920996+00:00,0.0,0.0,44.0,0.0,0.0,84.0,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.96,0.286,low
