supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts
S_07545,Francis-Lewis,LATAM,Manufacturing,4032513,2074601,84,408577,58,0,98,0.21,1,High,573,2025-11-02 09:15:48.414861+00:00
S_07546,"Lane, Silva and Hamilton",LATAM,Manufacturing,990705,609990,5,1641704,30,8,60,0.61,1,Medium,713,2025-11-02 09:15:48.415383+00:00
S_07547,Colon Group,Asia-Pacific,Facilities,3749775,2436996,43,1851403,37,12,69,0.92,2,High,822,2025-11-02 09:15:48.415591+00:00
S_07548,"Washington, Kirk and Nicholson",North America,Manufacturing,326948,287247,8,1118041,47,2,76,0.72,0,Medium,752,2025-11-02 09:15:48.416087+00:00
S_07549,"Rich, Taylor and Nelson",North America,Manufacturing,1602576,1133834,1,1669577,30,8,85,0.25,7,Low,587,2025-11-02 09:15:48.416583+00:00
S_07550,Peters Inc,Asia-Pacific,Logistics,386644,202207,52,1553062,46,6,64,0.67,4,Medium,734,2025-11-02 09:15:48.416801+00:00
S_07551,Cox PLC,Asia-Pacific,Manufacturing,2639439,1984098,75,1436559,24,12,59,0.47,10,Medium,664,2025-11-02 09:15:48.417050+00:00
S_07552,Rose-Evans,Europe,Manufacturing,1235872,1086831,79,1358375,59,5,100,0.3,2,High,605,2025-11-02 09:15:48.417411+00:00
S_07553,Marshall LLC,Europe,IT Services,3518282,2406240,19,776115,32,1,91,0.92,8,Medium,822,2025-11-02 09:15:48.417630+00:00
S_07554,Walton-Vasquez,LATAM,Manufacturing,1746108,806972,43,962311,59,12,80,0.75,4,Medium,762,2025-11-02 09:15:48.417979+00:00
S_07555,"Beltran, Smith and Morris",LATAM,Logistics,3588912,1645569,89,692825,52,9,82,0.93,4,Medium,825,2025-11-02 09:15:48.418477+00:00
S_07556,"Fowler, Walker and King",Asia-Pacific,Facilities,4388498,3172713,54,1353315,54,10,86,0.86,3,Medium,801,2025-11-02 09:15:48.418990+00:00
S_07557,Beasley PLC,Asia-Pacific,Facilities,870977,589290,21,1419085,59,10,75,0.6,8,Low,710,2025-11-02 09:15:48.419197+00:00
S_07558,"Juarez, Williams and Barrett",Asia-Pacific,Manufacturing,586977,511013,42,1391296,7,1,90,0.9,4,Medium,815,2025-11-02 09:15:48.419701+00:00
S_07559,Smith-Love,Asia-Pacific,Manufacturing,3868938,3211973,62,407647,47,3,79,0.21,5,Medium,573,2025-11-02 09:15:48.420048+00:00
S_07560,Nelson-Curtis,Europe,Biotech,810192,577565,89,172944,20,1,98,0.28,8,Medium,598,2025-11-02 09:15:48.420395+00:00
S_07561,Solis Inc,North America,Manufacturing,2894859,1765806,12,905783,11,10,89,0.46,9,Medium,661,2025-11-02 09:15:48.420604+00:00
S_07562,Pruitt-Burke,Asia-Pacific,Logistics,3154394,1809839,31,691374,54,2,73,0.86,3,Medium,801,2025-11-02 09:15:48.420966+00:00
S_07563,Cook LLC,LATAM,IT Services,2571665,1830568,74,1240129,26,10,92,0.32,4,Low,612,2025-11-02 09:15:48.421174+00:00
S_07564,"Skinner, Smith and Lee",North America,Biotech,80575,55675,71,1281705,15,10,92,0.64,8,High,724,2025-11-02 09:15:48.421666+00:00
S_07565,Hernandez-Perez,Asia-Pacific,Biotech,1017229,800090,82,1454946,52,6,62,0.72,0,Medium,752,2025-11-02 09:15:48.422010+00:00
S_07566,"Manning, Ortega and Ruiz",Europe,IT Services,4065785,1856972,69,1920188,38,3,62,1.0,8,Low,850,2025-11-02 09:15:48.422505+00:00
S_07567,"Kim, Cox and Diaz",Asia-Pacific,Biotech,4998876,4459551,4,384043,57,6,64,0.47,9,Medium,664,2025-11-02 09:15:48.423012+00:00
S_07568,Douglas Inc,Europe,IT Services,3552691,1944390,75,1308258,47,7,50,0.43,7,Medium,650,2025-11-02 09:15:48.423216+00:00
S_07569,"Lam, Rojas and Holder",Europe,Biotech,2726282,1835567,21,336754,21,10,96,0.43,4,High,650,2025-11-02 09:15:48.423709+00:00
S_07570,"Mills, Moore and Smith",Asia-Pacific,Facilities,1062865,950390,39,1901126,19,8,59,0.56,6,Medium,696,2025-11-02 09:15:48.424208+00:00
S_07571,"Fischer, Anderson and Obrien",LATAM,IT Services,1307380,902452,66,1960064,34,6,83,0.65,0,Medium,727,2025-11-02 09:15:48.424701+00:00
S_07572,"Meyer, Sanders and Robertson",North America,IT Services,4700257,2166620,29,238526,25,6,87,0.81,2,Medium,783,2025-11-02 09:15:48.425352+00:00
S_07573,Rodriguez-Fisher,LATAM,Logistics,1887474,1005095,64,1028026,16,3,74,0.36,3,Medium,626,2025-11-02 09:15:48.425904+00:00
S_07574,Lucas and Sons,Asia-Pacific,Biotech,1308452,879818,13,1731362,46,4,73,0.62,7,Medium,717,2025-11-02 09:15:48.426183+00:00
S_07575,Maddox Group,LATAM,Biotech,3901443,2586544,46,111545,50,7,69,0.38,5,High,633,2025-11-02 09:15:48.426474+00:00
S_07576,Doyle LLC,LATAM,Manufacturing,2846268,2521271,56,1578104,11,12,51,0.34,10,High,619,2025-11-02 09:15:48.426731+00:00
S_07577,"Dunn, Moran and Sherman",North America,Logistics,1714213,977916,17,1808386,48,7,70,0.2,1,Medium,570,2025-11-02 09:15:48.427267+00:00
S_07578,Stevens Group,Europe,Logistics,1499371,809136,39,1683159,59,8,81,0.62,8,Low,717,2025-11-02 09:15:48.427478+00:00
S_07579,Reilly-Clark,North America,Manufacturing,2058596,1745881,77,1069527,25,11,91,0.54,5,Medium,689,2025-11-02 09:15:48.427824+00:00
S_07580,Lee-Smith,North America,IT Services,4616475,3582913,80,220959,35,11,60,0.35,7,High,622,2025-11-02 09:15:48.428198+00:00
S_07581,White-Garza,Europe,Biotech,4710834,3197815,16,247625,37,10,58,0.66,10,Medium,731,2025-11-02 09:15:48.428812+00:00
S_07582,"Levy, Melendez and Miller",LATAM,Facilities,3428731,2826521,64,1585722,55,4,99,0.2,4,Medium,570,2025-11-02 09:15:48.429371+00:00
S_07583,Holden PLC,Europe,Manufacturing,4964552,3107566,25,1958600,14,2,51,0.43,6,Low,650,2025-11-02 09:15:48.429590+00:00
S_07584,Harrison PLC,North America,Facilities,2388295,2122922,58,606180,19,5,82,0.98,10,Medium,843,2025-11-02 09:15:48.429800+00:00
S_07585,Phillips and Sons,Europe,Biotech,4837176,4274789,33,1483401,21,12,68,0.37,2,Low,629,2025-11-02 09:15:48.430070+00:00
S_07586,Morrow-Underwood,Asia-Pacific,Manufacturing,488037,234951,7,1720197,43,0,72,0.97,0,Medium,839,2025-11-02 09:15:48.430449+00:00
S_07587,"Edwards, Dean and Wheeler",Asia-Pacific,IT Services,1818354,779024,57,1710243,20,5,50,0.77,9,High,769,2025-11-02 09:15:48.430962+00:00
S_07588,Mahoney and Sons,Europe,IT Services,3271159,2449127,87,1525931,60,10,60,0.93,6,High,825,2025-11-02 09:15:48.431170+00:00
S_07589,Anderson Ltd,Asia-Pacific,Manufacturing,3166433,2094819,69,1374959,14,11,61,0.27,10,Medium,594,2025-11-02 09:15:48.431373+00:00
S_07590,Robinson Group,North America,Logistics,318430,195719,83,194398,19,9,87,0.24,9,Medium,584,2025-11-02 09:15:48.431579+00:00
S_07591,Cole PLC,Europe,Biotech,1797892,1331392,56,1752782,51,4,93,0.32,10,High,612,2025-11-02 09:15:48.431782+00:00
S_07592,"Johnson, Hernandez and Jackson",Europe,Logistics,845768,535848,83,1450474,48,0,78,0.94,8,Medium,829,2025-11-02 09:15:48.432296+00:00
S_07593,Shelton-Berry,LATAM,IT Services,112903,61454,85,276263,54,0,79,0.96,0,Medium,836,2025-11-02 09:15:48.432653+00:00
S_07594,Erickson Group,Asia-Pacific,Biotech,913426,644768,30,1914968,21,1,61,0.38,8,Medium,633,2025-11-02 09:15:48.432859+00:00
S_07595,Holloway-Salas,North America,Biotech,4247315,3269712,86,1839675,6,5,67,0.45,2,High,657,2025-11-02 09:15:48.433207+00:00
S_07596,"Weaver, Little and Brown",Europe,Facilities,680962,583178,45,1641654,34,4,82,0.9,9,Low,815,2025-11-02 09:15:48.433702+00:00
S_07597,"Ramirez, Owens and Griffin",LATAM,IT Services,2405527,1426903,41,727437,7,5,78,0.52,5,Medium,682,2025-11-02 09:15:48.434214+00:00
S_07598,Warner-Jones,Asia-Pacific,Logistics,4821538,2739209,64,305296,46,5,92,0.41,0,Low,643,2025-11-02 09:15:48.434564+00:00
S_07599,Fisher-Edwards,North America,Manufacturing,3107383,1802842,73,1935137,22,7,94,0.79,5,Low,776,2025-11-02 09:15:48.434913+00:00
S_07600,Watkins Inc,LATAM,IT Services,120853,61367,21,725046,25,10,59,0.75,2,Medium,762,2025-11-02 09:15:48.435124+00:00
S_07601,"Fernandez, Jennings and Cameron",Europe,Logistics,4760983,2907209,21,1204572,36,10,97,0.22,4,Medium,577,2025-11-02 09:15:48.435622+00:00
S_07602,"Clark, Palmer and Gomez",LATAM,Biotech,254206,155586,81,1173000,34,10,62,0.85,3,Medium,797,2025-11-02 09:15:48.436134+00:00
S_07603,Flores PLC,LATAM,Facilities,1417686,1179854,10,118648,49,9,78,0.23,6,Low,580,2025-11-02 09:15:48.436342+00:00
S_07604,Grant LLC,LATAM,Facilities,375052,313397,82,1845208,47,5,65,0.33,5,Low,615,2025-11-02 09:15:48.436546+00:00
S_07605,Hicks-Franklin,Asia-Pacific,Facilities,4712034,3343452,13,1389542,34,2,55,0.26,4,Medium,591,2025-11-02 09:15:48.436891+00:00
S_07606,"Burton, Jackson and Serrano",Europe,Biotech,4721717,3559097,45,733217,13,10,72,0.63,1,High,720,2025-11-02 09:15:48.437386+00:00
S_07607,Wagner PLC,Asia-Pacific,Facilities,4950041,3026975,30,112477,38,8,50,0.4,4,Medium,640,2025-11-02 09:15:48.437589+00:00
S_07608,"Ramos, Harris and Johnson",Europe,Facilities,82939,65165,16,1789116,37,11,67,0.62,6,High,717,2025-11-02 09:15:48.438083+00:00
S_07609,Chung Ltd,North America,IT Services,721833,445782,53,503782,46,1,97,0.8,1,High,780,2025-11-02 09:15:48.438298+00:00
S_07610,Ross-Hernandez,Asia-Pacific,IT Services,4325652,2717223,77,1366363,18,9,93,0.41,3,Low,643,2025-11-02 09:15:48.438651+00:00
S_07611,"Ross, Rodriguez and Wilson",Europe,IT Services,4392989,1799577,36,1039920,31,6,87,0.28,6,High,598,2025-11-02 09:15:48.439179+00:00
S_07612,"Hartman, Morrison and Chen",Asia-Pacific,Biotech,2267366,1027384,14,638344,26,2,86,0.54,7,Medium,689,2025-11-02 09:15:48.439677+00:00
S_07613,Rojas-Payne,Europe,Manufacturing,908880,487882,86,1942126,12,12,54,0.56,3,Medium,696,2025-11-02 09:15:48.440027+00:00
S_07614,"Garcia, Hebert and Holland",North America,Biotech,3785145,1875564,81,15783,52,6,95,0.9,1,Low,815,2025-11-02 09:15:48.440539+00:00
S_07615,"Mills, Hughes and Rios",Asia-Pacific,Biotech,1943239,1376726,15,1857913,36,7,78,0.47,2,Low,664,2025-11-02 09:15:48.441037+00:00
S_07616,Dixon and Sons,Asia-Pacific,Manufacturing,3646928,3086699,10,1702902,30,2,70,0.51,9,Medium,678,2025-11-02 09:15:48.441240+00:00
S_07617,Banks Group,LATAM,Biotech,2192494,1700639,17,1130089,53,10,51,0.49,8,Low,671,2025-11-02 09:15:48.441485+00:00
S_07618,Sexton Group,Asia-Pacific,Biotech,1682043,965372,54,233873,31,11,84,0.6,9,Low,710,2025-11-02 09:15:48.442038+00:00
S_07619,"Hodges, Sheppard and Johnson",LATAM,IT Services,4765204,1947582,39,1171135,13,12,93,0.36,0,Low,626,2025-11-02 09:15:48.442789+00:00
S_07620,Williams PLC,Europe,Facilities,1468525,1228911,51,749162,50,7,75,0.6,1,Medium,710,2025-11-02 09:15:48.443269+00:00
S_07621,Robinson and Sons,Europe,Facilities,412366,200634,87,1887378,37,5,69,0.49,3,Low,671,2025-11-02 09:15:48.443902+00:00
S_07622,"Peters, Hughes and Lawson",North America,Manufacturing,2615895,1463857,55,1724729,48,0,81,0.58,4,Medium,703,2025-11-02 09:15:48.444962+00:00
S_07623,Walker Ltd,Europe,IT Services,4798583,3153148,66,403809,42,7,96,0.77,8,Medium,769,2025-11-02 09:15:48.445373+00:00
S_07624,"Bates, Atkinson and Stanley",LATAM,Facilities,3804164,3342388,73,1356889,11,4,69,0.68,4,Medium,738,2025-11-02 09:15:48.445970+00:00
S_07625,"Barrera, Morse and Sanchez",Europe,Manufacturing,1949451,925112,81,1079512,47,11,86,0.34,1,Medium,619,2025-11-02 09:15:48.446514+00:00
S_07626,Williams-Henry,Europe,IT Services,1385292,904175,13,764703,56,9,74,0.59,5,High,706,2025-11-02 09:15:48.446902+00:00
S_07627,Dixon-Gutierrez,LATAM,Logistics,4597125,2893387,23,59151,22,1,77,0.32,8,Low,612,2025-11-02 09:15:48.447375+00:00
S_07628,"Logan, Grimes and Barajas",Asia-Pacific,Logistics,1730361,922390,67,1843362,26,0,68,0.69,8,Medium,741,2025-11-02 09:15:48.448009+00:00
S_07629,Morgan Ltd,North America,Facilities,544405,351744,67,1493473,37,6,58,0.21,4,High,573,2025-11-02 09:15:48.448259+00:00
S_07630,Smith-Tucker,Europe,Manufacturing,1119093,464940,73,393155,36,3,64,0.65,8,Medium,727,2025-11-02 09:15:48.448634+00:00
S_07631,Singh and Sons,Europe,IT Services,4732491,3061835,18,1505658,31,10,81,0.91,2,High,818,2025-11-02 09:15:48.448846+00:00
S_07632,"Roach, Robinson and Morris",North America,IT Services,1458115,913139,29,1527065,13,7,71,0.48,3,Medium,668,2025-11-02 09:15:48.449369+00:00
S_07633,Chen-Maldonado,LATAM,Biotech,1952987,823083,50,254225,58,8,67,0.69,3,Medium,741,2025-11-02 09:15:48.449739+00:00
S_07634,Gonzales-Stein,Europe,Biotech,3480156,2288522,24,445263,32,9,54,0.63,9,Medium,720,2025-11-02 09:15:48.450091+00:00
S_07635,Martinez-Davis,Europe,Manufacturing,955587,406705,24,69098,46,5,74,0.58,4,High,703,2025-11-02 09:15:48.450453+00:00
S_07636,Williamson-Lowe,LATAM,Biotech,2747886,1895524,87,1027441,60,4,83,0.64,2,Medium,724,2025-11-02 09:15:48.450806+00:00
S_07637,"Walker, Hill and Short",Europe,Logistics,4631764,4161167,12,1155386,59,10,65,0.56,10,Medium,696,2025-11-02 09:15:48.451322+00:00
S_07638,Williams-Richardson,North America,IT Services,1138345,857371,30,1715612,46,2,50,0.93,8,Low,825,2025-11-02 09:15:48.451690+00:00
S_07639,"Medina, Garcia and Jones",LATAM,Logistics,3493167,1645350,60,1246508,24,7,64,0.93,1,Low,825,2025-11-02 09:15:48.452201+00:00
S_07640,Parker Group,Europe,Manufacturing,180088,150382,66,1750842,13,6,56,0.67,1,High,734,2025-11-02 09:15:48.452419+00:00
S_07641,Curtis Ltd,Asia-Pacific,Facilities,3649027,2894135,7,226282,29,8,97,0.99,9,Low,846,2025-11-02 09:15:48.452634+00:00
S_07642,Goodwin and Sons,LATAM,IT Services,3469010,1664287,55,1379891,21,11,50,0.58,2,Medium,703,2025-11-02 09:15:48.452839+00:00
S_07643,"Mcguire, Rosales and Gonzalez",LATAM,Biotech,3459647,2292857,26,300812,47,10,78,0.92,3,Medium,822,2025-11-02 09:15:48.453385+00:00
S_07644,"Mooney, Wilson and Burton",LATAM,Facilities,4790992,2342567,2,1220760,10,3,79,0.81,4,High,783,2025-11-02 09:15:48.453999+00:00
S_07645,Fuentes-Frank,Europe,Biotech,1382930,1192467,9,1387272,34,5,92,0.64,6,Medium,724,2025-11-02 09:15:48.454416+00:00
S_07646,"Jones, Johnson and Fowler",Europe,Logistics,2892854,2160594,1,1776491,51,4,81,0.24,10,Medium,584,2025-11-02 09:15:48.454953+00:00
S_07647,Williamson-Medina,Europe,IT Services,1900280,1307121,3,1789154,34,4,82,0.22,8,High,577,2025-11-02 09:15:48.455357+00:00
S_07648,Hall LLC,Europe,Logistics,880263,507271,59,318486,7,7,93,0.89,10,High,811,2025-11-02 09:15:48.455608+00:00
S_07649,"Adams, Simmons and Carter",Asia-Pacific,Facilities,4985115,2550463,35,1565316,14,7,61,0.21,2,High,573,2025-11-02 09:15:48.456140+00:00
S_07650,Cherry-Andrews,North America,Biotech,4834536,1996122,13,766577,56,1,79,0.85,4,Medium,797,2025-11-02 09:15:48.456519+00:00
S_07651,Johnson-Juarez,Europe,Manufacturing,4283117,3843976,68,1993714,32,7,65,0.53,6,Low,685,2025-11-02 09:15:48.456939+00:00
S_07652,Weiss Group,Asia-Pacific,Manufacturing,2051993,1609656,20,531869,28,9,83,0.7,2,Low,745,2025-11-02 09:15:48.457350+00:00
S_07653,"Chase, Mckay and Olsen",North America,Manufacturing,567645,508561,51,782534,12,5,54,0.9,7,High,815,2025-11-02 09:15:48.458576+00:00
S_07654,Reynolds and Sons,Europe,Logistics,3749609,2757504,26,1444773,33,6,90,0.97,6,High,839,2025-11-02 09:15:48.459036+00:00
S_07655,"Flores, Robinson and Jimenez",Asia-Pacific,Facilities,4460367,3811290,83,26308,19,3,72,0.73,0,High,755,2025-11-02 09:15:48.460032+00:00
S_07656,"Clark, Wilson and Aguilar",North America,Manufacturing,4288159,2402974,17,949899,56,6,72,0.82,0,Medium,787,2025-11-02 09:15:48.460765+00:00
S_07657,Diaz-Mccarthy,North America,Facilities,3346486,2719887,46,1848648,50,8,71,0.23,6,Medium,580,2025-11-02 09:15:48.461385+00:00
S_07658,Guzman Ltd,LATAM,Logistics,1744989,1472037,16,1723305,58,2,87,0.86,9,Low,801,2025-11-02 09:15:48.461696+00:00
S_07659,"Thomas, Gonzales and Garcia",Asia-Pacific,Facilities,2228348,1894691,30,1370009,22,3,65,0.99,9,Medium,846,2025-11-02 09:15:48.462600+00:00
S_07660,Nixon-Schroeder,Europe,Facilities,4225462,2155838,4,924898,13,9,64,0.26,7,Medium,591,2025-11-02 09:15:48.463346+00:00
S_07661,Page and Sons,North America,Facilities,3967596,1823678,64,1776733,36,8,96,0.72,0,Low,752,2025-11-02 09:15:48.463618+00:00
S_07662,"Gallegos, Rivera and Richardson",North America,Facilities,725047,609223,83,1237758,42,3,67,0.64,10,High,724,2025-11-02 09:15:48.464187+00:00
S_07663,"Stanley, Day and Ferrell",Asia-Pacific,Facilities,2816674,1813148,86,355284,22,2,78,0.88,4,High,808,2025-11-02 09:15:48.464734+00:00
S_07664,Perez LLC,Asia-Pacific,Logistics,3764791,2698685,15,1607765,35,10,54,0.9,3,Medium,815,2025-11-02 09:15:48.464966+00:00
S_07665,Bennett Ltd,LATAM,IT Services,2925485,1985130,53,1740051,34,11,98,0.9,1,High,815,2025-11-02 09:15:48.465187+00:00
S_07666,Jones-Reed,Europe,Facilities,1909118,843278,59,670172,44,0,82,0.53,8,Medium,685,2025-11-02 09:15:48.465560+00:00
S_07667,"King, Wright and Reynolds",North America,Manufacturing,4055352,3376574,47,235936,39,8,60,0.75,8,High,762,2025-11-02 09:15:48.466093+00:00
S_07668,Johnson-Owens,Asia-Pacific,Logistics,3359451,1739854,37,154893,60,12,57,0.24,0,High,584,2025-11-02 09:15:48.466483+00:00
S_07669,Evans Group,Europe,Manufacturing,329736,199692,80,1858665,42,2,59,0.26,8,Low,591,2025-11-02 09:15:48.466702+00:00
S_07670,Fletcher-Price,LATAM,Logistics,1635198,1415554,31,515320,15,9,62,0.57,3,Medium,699,2025-11-02 09:15:48.467075+00:00
S_07671,"Martinez, Paul and Armstrong",North America,Logistics,486843,391949,21,1148340,50,5,60,0.92,1,High,822,2025-11-02 09:15:48.467605+00:00
S_07672,"Campbell, Miller and Burton",Europe,Logistics,120181,64330,61,646153,53,8,75,0.23,0,High,580,2025-11-02 09:15:48.468135+00:00
S_07673,Yang-Mclean,Europe,IT Services,2305289,1444538,55,1287441,7,10,60,0.84,9,High,794,2025-11-02 09:15:48.468524+00:00
S_07674,"Wilson, Brown and Smith",North America,IT Services,1517093,1287638,5,1420157,41,2,51,0.57,10,Low,699,2025-11-02 09:15:48.469108+00:00
S_07675,Vaughan and Sons,Europe,Facilities,3679149,2485381,87,1306923,37,2,97,0.78,5,High,773,2025-11-02 09:15:48.469525+00:00
S_07676,Palmer Inc,LATAM,IT Services,4460972,2489924,56,568992,9,1,97,0.35,2,Medium,622,2025-11-02 09:15:48.469834+00:00
S_07677,Cunningham-Jones,North America,Biotech,2286802,1308251,37,425818,15,10,50,0.8,6,Medium,780,2025-11-02 09:15:48.470255+00:00
S_07678,Vance-Garcia,Europe,Manufacturing,2833094,1339627,33,1097302,21,12,99,0.97,8,Low,839,2025-11-02 09:15:48.470641+00:00
S_07679,Monroe-Contreras,North America,Facilities,1533745,1096936,40,1629298,59,12,69,0.98,5,Medium,843,2025-11-02 09:15:48.471018+00:00
S_07680,Hale-Brown,Asia-Pacific,IT Services,2260714,1037769,17,499324,33,6,54,0.74,6,High,759,2025-11-02 09:15:48.471401+00:00
S_07681,"Scott, Hart and Benson",North America,Biotech,3135441,1360166,85,977143,19,10,97,0.35,3,Low,622,2025-11-02 09:15:48.471934+00:00
S_07682,Roberts-Fitzgerald,Asia-Pacific,Logistics,2246396,1766096,32,755813,55,2,67,0.69,2,Medium,741,2025-11-02 09:15:48.472323+00:00
S_07683,Vargas Ltd,LATAM,Facilities,547911,274434,82,1629022,38,9,50,0.48,10,Medium,668,2025-11-02 09:15:48.472545+00:00
S_07684,Herrera LLC,Europe,Manufacturing,3226372,2310626,70,1625351,36,11,74,0.78,3,Medium,773,2025-11-02 09:15:48.472761+00:00
S_07685,"Walsh, Allen and Harris",North America,Manufacturing,2887093,2326434,21,1722684,14,0,95,0.43,2,Low,650,2025-11-02 09:15:48.473285+00:00
S_07686,Cain Group,LATAM,Biotech,3692963,2141548,20,1010926,53,0,70,0.82,7,High,787,2025-11-02 09:15:48.473502+00:00
S_07687,"Bailey, Cantu and Johnson",North America,Logistics,1390501,917339,23,1911546,9,0,50,0.59,10,High,706,2025-11-02 09:15:48.474030+00:00
S_07688,"Brewer, Cruz and Fuentes",North America,Manufacturing,4979143,2143694,6,116009,42,2,85,0.21,2,High,573,2025-11-02 09:15:48.474579+00:00
S_07689,Grant and Sons,LATAM,Biotech,80790,36560,14,1877997,24,1,79,0.36,8,Medium,626,2025-11-02 09:15:48.475224+00:00
S_07690,Bennett-Stevens,Asia-Pacific,Manufacturing,1396836,1116619,50,379484,53,4,58,0.54,9,Medium,689,2025-11-02 09:15:48.476438+00:00
S_07691,"Francis, Fritz and Gutierrez",Europe,Biotech,3125094,2003684,73,1012947,43,1,70,0.49,10,Medium,671,2025-11-02 09:15:48.477570+00:00
S_07692,Smith LLC,North America,IT Services,1517788,1023791,25,1993429,14,11,83,0.94,3,Medium,829,2025-11-02 09:15:48.477922+00:00
S_07693,"Long, Allen and Thompson",LATAM,IT Services,3194356,1776118,78,859761,19,2,66,0.95,2,Low,832,2025-11-02 09:15:48.478655+00:00
S_07694,Taylor and Sons,Asia-Pacific,Facilities,3337189,1637514,32,1080953,23,2,61,0.52,0,Low,682,2025-11-02 09:15:48.478937+00:00
S_07695,Frazier and Sons,Asia-Pacific,Logistics,242544,191864,12,93379,10,6,91,0.21,0,Medium,573,2025-11-02 09:15:48.479186+00:00
S_07696,Austin-Stephens,LATAM,Manufacturing,267030,140784,31,33097,16,4,56,0.79,9,High,776,2025-11-02 09:15:48.479945+00:00
S_07697,Yoder and Sons,North America,IT Services,2972247,1585199,22,439598,20,12,72,0.23,7,High,580,2025-11-02 09:15:48.480650+00:00
S_07698,"Kim, Henderson and Walker",North America,Logistics,3036609,2637756,32,380967,49,8,90,0.3,8,High,605,2025-11-02 09:15:48.481839+00:00
S_07699,Freeman-Williamson,LATAM,Logistics,753327,514955,73,29549,26,3,79,0.73,9,Low,755,2025-11-02 09:15:48.482466+00:00
S_07700,Davis Group,Asia-Pacific,IT Services,4904527,3982663,19,1168015,51,7,74,0.66,8,Medium,731,2025-11-02 09:15:48.482851+00:00
S_07701,"Jones, Hernandez and Torres",North America,Facilities,884316,410063,71,402561,30,1,95,0.62,3,Low,717,2025-11-02 09:15:48.483666+00:00
S_07702,Martinez-Carter,Asia-Pacific,Manufacturing,1245912,856715,59,1416326,46,3,94,0.41,9,Medium,643,2025-11-02 09:15:48.484079+00:00
S_07703,"Martin, Sanchez and Garrison",Asia-Pacific,IT Services,1971123,1050951,3,712625,52,5,67,0.32,10,Medium,612,2025-11-02 09:15:48.484920+00:00
S_07704,Ellis Group,Europe,Facilities,1225520,502889,50,1636872,58,11,58,0.27,6,Medium,594,2025-11-02 09:15:48.485280+00:00
S_07705,Hamilton-Parker,North America,Biotech,3586717,3099718,38,633138,36,6,52,0.28,10,Medium,598,2025-11-02 09:15:48.485693+00:00
S_07706,Li-Rodriguez,LATAM,Logistics,4184471,2763043,63,1980824,24,3,64,0.68,3,Low,738,2025-11-02 09:15:48.486180+00:00
S_07707,Sanchez-Walton,Asia-Pacific,Logistics,4685184,2624421,71,1083257,9,4,86,0.79,10,Medium,776,2025-11-02 09:15:48.486715+00:00
S_07708,Robinson-Bradley,Asia-Pacific,IT Services,1405974,1182169,3,1841279,21,11,57,0.48,5,High,668,2025-11-02 09:15:48.487236+00:00
S_07709,Moss-Day,North America,Logistics,2861254,1250105,45,1786391,14,1,69,0.84,8,Medium,794,2025-11-02 09:15:48.487840+00:00
S_07710,"Schultz, Kelly and Chang",North America,Facilities,4107239,2192160,8,1281814,58,2,90,0.98,6,High,843,2025-11-02 09:15:48.488469+00:00
S_07711,"White, Jennings and Bennett",Europe,Manufacturing,4979742,2735224,57,389471,33,10,73,0.95,4,High,832,2025-11-02 09:15:48.489182+00:00
S_07712,Cain-Evans,LATAM,Manufacturing,4363460,3533314,72,1449062,52,4,75,0.73,1,High,755,2025-11-02 09:15:48.489604+00:00
S_07713,Johnson PLC,North America,Facilities,54120,29707,43,1911036,16,5,69,0.63,10,Low,720,2025-11-02 09:15:48.490046+00:00
S_07714,Smith-White,Asia-Pacific,Manufacturing,3441417,2971401,46,694588,13,1,53,0.29,10,Medium,601,2025-11-02 09:15:48.490768+00:00
S_07715,Cooper-Chandler,Europe,Manufacturing,4561583,2739656,14,737122,24,7,55,0.94,0,Low,829,2025-11-02 09:15:48.491674+00:00
S_07716,Decker LLC,North America,Logistics,3933308,2805929,13,441482,54,1,55,0.63,9,Medium,720,2025-11-02 09:15:48.492307+00:00
S_07717,Schaefer-Scott,LATAM,Manufacturing,1171331,494683,25,888249,58,6,77,0.93,0,Medium,825,2025-11-02 09:15:48.493448+00:00
S_07718,"Ross, Taylor and Ferguson",LATAM,Biotech,1324515,876733,8,1606228,28,9,67,0.64,10,Medium,724,2025-11-02 09:15:48.494667+00:00
S_07719,"Perez, Smith and Harrison",Asia-Pacific,IT Services,565208,409675,75,1201609,57,1,71,0.52,2,Medium,682,2025-11-02 09:15:48.495514+00:00
S_07720,Frye Inc,Asia-Pacific,Manufacturing,2283512,1607365,13,799360,57,10,56,0.34,5,High,619,2025-11-02 09:15:48.495874+00:00
S_07721,Buckley-Hill,Europe,Manufacturing,3331991,1967956,28,41350,7,3,50,0.41,0,Medium,643,2025-11-02 09:15:48.496376+00:00
S_07722,"Stevenson, Miller and Parks",Europe,Manufacturing,2993457,1985773,20,435225,26,0,89,0.82,6,Medium,787,2025-11-02 09:15:48.497116+00:00
S_07723,Carpenter-Gonzalez,Europe,Manufacturing,4347147,1928881,75,861292,18,11,82,0.75,6,Medium,762,2025-11-02 09:15:48.497637+00:00
S_07724,Davis-Green,Asia-Pacific,IT Services,4595138,1989482,19,245630,44,12,54,0.4,7,Medium,640,2025-11-02 09:15:48.498151+00:00
